Alex andar 240000.csv 2017-02-22 16:31:15.000
Alex andar 240000.csv 2017-02-22 16:31:15.500
Alex andar 240000.csv 2017-02-22 16:31:16.000
Alex andar 240000.csv 2017-02-22 16:31:16.500
Alex andar 240000.csv 2017-02-22 16:31:17.000
Alex andar 240000.csv 2017-02-22 16:31:17.500
Alex andar 240000.csv 2017-02-22 16:31:18.000
Alex andar 240000.csv 2017-02-22 16:31:18.500
Alex andar 240000.csv 2017-02-22 16:31:19.000
Alex andar 240000.csv 2017-02-22 16:31:19.500
Alex andar 240000.csv 2017-02-22 16:31:20.000
Alex andar 240000.csv 2017-02-22 16:31:20.500
Alex andar 240000.csv 2017-02-22 16:31:21.000
Alex andar 240000.csv 2017-02-22 16:31:21.500
Alex andar 240000.csv 2017-02-22 16:31:22.000
Alex andar 240000.csv 2017-02-22 16:31:22.500
Alex andar 240000.csv 2017-02-22 16:31:23.000
Alex andar 240000.csv 2017-02-22 16:31:23.500
Alex andar 240000.csv 2017-02-22 16:31:24.000
Alex andar 240000.csv 2017-02-22 16:31:24.500
Alex andar 240000.csv 2017-02-22 16:31:25.000
Alex andar 240000.csv 2017-02-22 16:31:25.500
Alex andar 240000.csv 2017-02-22 16:31:26.000
Alex andar 240000.csv 2017-02-22 16:31:26.500
Alex andar 240000.csv 2017-02-22 16:31:27.000
Alex andar 240000.csv 2017-02-22 16:31:27.500
Alex andar 240000.csv 2017-02-22 16:31:28.000
Alex andar 240000.csv 2017-02-22 16:31:28.500
Alex andar 240000.csv 2017-02-22 16:31:29.000
Alex andar 240000.csv 2017-02-22 16:31:29.500
Alex andar 240000.csv 2017-02-22 16:31:30.000
Alex andar 240000.csv 2017-02-22 16:31:30.500
Alex andar 240000.csv 2017-02-22 16:31:31.000
Alex andar 240000.csv 2017-02-22 16:31:31.500
Alex andar 240000.csv 2017-02-22 16:31:32.000
Alex andar 240000.csv 2017-02-22 16:31:32.500
Alex andar 240000.csv 2017-02-22 16:31:33.000
Alex andar 240000.csv 2017-02-22 16:31:33.500
Alex andar 240000.csv 2017-02-22 16:31:34.000
Alex andar 240000.csv 2017-02-22 16:31:34.500
Alex andar 240000.csv 2017-02-22 16:31:35.000
Alex andar 240000.csv 2017-02-22 16:31:35.500
Alex andar 240000.csv 2017-02-22 16:31:36.000
Alex andar 240000.csv 2017-02-22 16:31:36.500
Alex andar 240000.csv 2017-02-22 16:31:37.000
Alex andar 240000.csv 2017-02-22 16:31:37.500
Alex andar 240000.csv 2017-02-22 16:31:38.000
Alex andar 240000.csv 2017-02-22 16:31:38.500
Alex andar 240000.csv 2017-02-22 16:31:39.000
Alex andar 240000.csv 2017-02-22 16:31:39.500
Alex andar 240000.csv 2017-02-22 16:31:40.000
Alex andar 240000.csv 2017-02-22 16:31:40.500
Alex andar 240000.csv 2017-02-22 16:31:41.000
Alex andar 240000.csv 2017-02-22 16:31:41.500
Alex andar 240000.csv 2017-02-22 16:31:42.000
Alex andar 240000.csv 2017-02-22 16:31:42.500
Alex andar 240000.csv 2017-02-22 16:31:43.000
Alex andar 240000.csv 2017-02-22 16:31:43.500
Alex andar 240000.csv 2017-02-22 16:31:44.000
Alex andar 240000.csv 2017-02-22 16:31:44.500
Alex andar 240000.csv 2017-02-22 16:31:45.000
Alex andar 240000.csv 2017-02-22 16:31:45.500
Alex andar 240000.csv 2017-02-22 16:31:46.000
Alex andar 240000.csv 2017-02-22 16:31:46.500
